Id,Ten,Dia chi,Loai,So dien thoai,Hinh anh,Link Anh Goc,Gioi thieu,Website,Lat,Lng,Tu khoa goc,,,
6112858a,Bệnh viện Quận 4,"65 Bến Vân Đồn, Phường 12, Quận 4, Thành phố Hồ Chí Minh, Việt Nam","['Bệnh viện', 'Bệnh viện đa khoa']",+84 838 261 568,downloaded_images\b6bb02fd1ccb039c39b9792aea0e62b8.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzbMTXVmwjaI65MJH45Fk0YlAoHHzZLCHorXiM6wkhYcFlfm6hWaeUwC6eGZOsgPv1AfF0uE5t2AS5FaxRWVg50ZxspvL8ySGO4Uc51NtBMEAxN1m8SkS2eN6ugHTCxl2qNPHR-=w1080-h1080-no,Không có,http://benhvienquan4.vn/,10.765396899999999,106.7021024,Bệnh viện Quận 4,r,,
3f244999,Bệnh viện Quận 5,"642 A Nguyễn Trãi, Phường 11, Quận 5, Thành phố Hồ Chí Minh 700000, Việt Nam","['Bệnh viện chính phủ', 'Bệnh viện']",+84 28 3855 0235,downloaded_images\f574424bcbf1421afa7f4c7f5a511e6d.jpg,https://lh3.googleusercontent.com/p/AF1QipM4I9emYOP8EM9aTBZi-Fj5JmPAOhA7_PXhJAoN=w1080-h1080-no,Không có,Không có,10.754035199999999,106.66581029999999,Bệnh viện Quận 5,r,,
a8bfa645,Bệnh viện Quận 6,"Đ. Chợ Lớn, Phường 11, Quận 6, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện,Không có,downloaded_images\49a6d99d595a18138ad8c7fd987b134c.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSywDRp0iY4ISlCCnHG5ETS8QHs3qd514S9tF4vftrK3FqRI6hJjjhUr0mP8EkzsuFDg59RBh9sfZp4Vek1WDLD6vqP7SG6IMZCya80yPXcHU97ux4WiC1WTV6Tci4NAosRPK7V74Q=w1080-h1080-no,Không có,Không có,10.7465528,106.6345645,Bệnh viện Quận 6,r,,
894274ed,Bệnh viện Quận 7,"101 Đ. Nguyễn Thị Thập, Phường Tân Mỹ, Quận 7, Thành phố Hồ Chí Minh 00700, Việt Nam","['Bệnh viện đa khoa', 'Bệnh viện']",+84 28 3873 3420,downloaded_images\9419c3cb53ce5f2b02faf762cd5c4975.jpg,https://lh3.googleusercontent.com/p/AF1QipMw5Q6AYfU5uZXi5gyAE8vV3NqTLr2nMmtzy3hp=w1080-h1080-no,Không có,http://www.benhvienquan7.com.vn/,10.7373313,106.7241657,Bệnh viện Quận 7,r,,
cd3632f5,Bệnh viện Quận 8,"82 Cao Lỗ, Phường 4, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",['Bệnh viện đa khoa'],+84 28 3850 6130,downloaded_images\68d48885330a707499f86e3ed83539d8.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyAL7GjFurqLSWhzOMAC8eeReDChR4bvR9ye-28MUw6UU_98KSW41XQbpevGC3cJ7VuG4mYQJIp_RhULN8N2gH1vkqCONkX---Ewx4VXiEbj7eiYgbBWeQzhIEFrOHe0Q77HEKA=w1080-h1080-no,Không có,http://bvquan8.medinet.gov.vn/Defaultmobile.aspx#,10.7416667,106.67638889999999,Bệnh viện Quận 8,r,,
0404c735,Bệnh viện Đa khoa Lê Văn Việt,"387 Đ. Lê Văn Việt, Tăng Nhơn Phú A, Thủ Đức, Thành phố Hồ Chí Minh 715143, Việt Nam","['Bệnh viện đa khoa', 'Bác sĩ', 'Bệnh viện']",+84 28 3897 3628,downloaded_images\baffada21ce15415f05e7ce7d66d6ac5.jpg,https://lh3.googleusercontent.com/p/AF1QipPSr579W0W7Rve_5zEUUIiMtJJgo8oqjqAatdDj=w1080-h1080-no,Không có,https://benhvienlevanviet.vn/,10.8449288,106.7900007,Bệnh viện Lê Văn Việt (Bệnh viện Quận 9 cũ),r,,
b047b1b6,Bệnh viện Quận 10,"571 Sư Vạn Hạnh, Phường 12, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",['Bệnh viện'],Không có,downloaded_images\3b713e0d1a1d11b64d81584e7d3de5a4.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx84D4GXtt9dsJ5yDm76Ul0oRUlxqUniomEMLlTkID3oK8K9YipH1_-TKD4XoMMxtSZnPhULTSO0Mi4lDM2_Jz3CcmW_F2ZQ5SC174PQE1yDYwYA8jlrIXet-j8q9wRPRI6ftc4=w1080-h1080-no,Không có,https://facebook.com/BenhVienQuan10/,10.7762318,106.6666796,Bệnh viện Quận 10,r,,
8268144b,Bệnh viện Lãnh Binh Thăng,"72 Đường Số 5 - Cư xá Bình Thới, Phường 8, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện,+84 932 711 722,downloaded_images\c5781b9557f67c5c92c760d81839ffa9.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxKs1o_j2WAPgK2c9mCOc1MM6EDFvlgISW1BHuJdNG9wpj5ZgzF5XlsuR6aCGQwBpYcG_l87NoacSyXQ1kSKOsd43bzkbhgBL6ypJ69DaNmVBlGyyyQe9WOpTp1mZOT2dPwFuw=w1080-h1080-no,Không có,http://benhvienquan11.vn/,10.7605706,106.64812119999999,Bệnh viện Quận 11,r,,
d5aeff85,Bệnh viện Đa khoa Trung Mỹ Tây,"111 Thị Mười, Tân Chánh Hiệp, Quận 12, Thành phố Hồ Chí Minh 700000, Việt Nam",['Bệnh viện'],+84 28 6250 7955,downloaded_images\4a309ae2e10f6c7d127bbc3b3647a419.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwlARa9LnRHgDRJAOLeCXItbxHYAwIfH0PmesS2L283zhGPHnE9BtWlLwSvarsqj9NATUU3lcAUTJi6iyq2bfkqHhoeUxGoWj6zR5Fz1xbwc9kSTBq4rRQDUo_waNZeHYGVVnXA=w1080-h1080-no,Không có,https://benhvienquan12.vn/,10.860610999999999,106.6307806,Bệnh viện Quận 12,r,,
f4ae72e7,Bệnh Viện Đa Khoa Tân Bình,"605 Đ. Hoàng Văn Thụ, Phường Tân, sơn nhất, Thành phố Hồ Chí Minh 70000, Việt Nam",['Bệnh viện'],Không có,downloaded_images\57cb74f435887b38063494eedfb7d7bc.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxcIGkZQnBWAPnbBk1Msjyj87hxcqufFR6JvlgMM1RuVhZFgOs2CYcU6QPp0QEJGI5QPUiXa4z5ij5lNXUJAzxOY8dqaoGfAO35E4noVO8Ap-qq45bLkL_a-OIPBkA3B9w63BGDPw=w1080-h1080-no,Không có,https://bvtb.org.vn/,10.7945055,106.65498559999999,Bệnh viện Tân Bình,r,,
72840bdd,Bệnh Viện Quận Tân Phú,"611 Đ. Âu Cơ, Phú Trung, Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện đa khoa,+84 28 5408 8924,downloaded_images\8a3f9b36995c65f81b4d9ba0458c64fc.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyfU-4eS8oEumnDCxtEq9NtfzdWbE-29Vz3oiwySq8d6uCvQwi4UIm6_VFnbeHpe-NY-qgzrZlfBOp7gXEUZS0mDIkH1t7FTzyDWQrJAUkN84RWONZ8oCVU3wt7qDgVDr4n35JQ=w1080-h1080-no,Không có,http://benhvientanphu.vn/,10.783638,106.6422004,Bệnh viện Quận Tân Phú,r,,
3631d2cc,Bệnh viện Bình Thạnh,"132 Lê Văn Duyệt, Phường 1, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",['Bệnh viện đa khoa'],+84 28 3510 8966,downloaded_images\e2d7c5c9b930d9defaa6c19aedb4eb80.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzwdCnLPxfwhuIV5TE7vDk83Pf5I2XPV193JwKxkMLkzLat8vXucdsg7DPmMD5Vh0FYnPRiFCnOHCovogI6H4UVryMTMIWUxksBLu6_SkAxHm9zJasUnAM1CJtg_CRBPB_TVXDZdQ=w1080-h1080-no,Không có,https://bvbinhthanh.org.vn/khoa,10.7980298,106.6966605,Bệnh viện Quận Bình Thạnh,r,,
b02721fe,Bệnh viện Quận Phú Nhuận,"274 Nguyễn Trọng Tuyển, Phường 8, Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",['Bệnh viện'],+84 28 3844 3910,downloaded_images\bf6218fbbbec60c0c728d38e62d86598.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzvYcgB7eADA6yaDdCJW1FV2LgY5UkTL4feTICZFeviJNo8gg3jYR74oeS-ywkWAXwwZyBYCAV1Flr3OeAPxxMC5gZFCSqaMfJMB2e5AKr5DLskBsoj1xQDJSRBGRVTk2GXr_RHtQ=w1080-h1080-no,Không có,https://bvquanphunhuan.medinet.gov.vn/,10.798107,106.67182229999999,Bệnh viện Quận Phú Nhuận,r,,
b1fbbe65,Bệnh viện Gò Vấp,"Đ. Quang Trung/641 Thông Tây Hội, Phường, Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam","['Bệnh viện đa khoa', 'Bác sĩ']",+84 28 3589 1799,downloaded_images\8dec652ce7ecba6136af6d67cf40438c.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwLBv4vED6rezOXtHTD5VQgdR7K_xQ2uyzl9E2cEdGEeA6OzwHydcfdaowtDJlS2Al07bsJ5jUGgAdUPT86l_icC_k6NnbDYjUm3lxK5ru2zlyklT7c3AqE8yVUe_1BpHJTps3uqmkR0OHR=w1080-h1080-no,Không có,Không có,10.8346486,106.6615499,Bệnh viện Quận Gò Vấp,r,,
5297e8bc,Bệnh viện Đa khoa Bình Tân,"QJ73+86P, 809 HL2, Bình Trị Đông A, Bình Tân, Thành phố Hồ Chí Minh 100000, Việt Nam",['Bệnh viện đa khoa'],+84 28 3754 2955,downloaded_images\224c5baf646c18f77088ebe26c4da45d.jpg,https://lh3.googleusercontent.com/p/AF1QipNjwAO8wRBa1MTqjF-28n2177rmxWjURwxhCw5U=w1080-h1080-no,Không có,http://www.bvbinhtan.vn/,10.7643601,106.6032103,Bệnh viện Quận Bình Tân,r,,
22b5cec6,BỆNH VIỆN ĐA KHOA CỦ CHI,"1307 Tỉnh Lộ 7, ấp Chợ Cũ, Củ Chi, Thành phố Hồ Chí Minh 700000, Việt Nam",['Bệnh viện đa khoa'],+84 837 946 443,downloaded_images\1e739593db8fff23783ad4012168286f.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzt2rgNlgp8J2-sGIexd0m5_Fo0fD3RyaZgNKfYdOTvMKSViW9IVhzAP-73-vAjt0M8Vo8xO9WUt4GwJgJKYzgK3q2sLvrfFELadN3I3g4kBWhRs_fAg_GH3z8HD5q9iFRyc8c=w1080-h1080-no,Không có,http://benhvienhuyencuchi.com/,11.0854068,106.50928449999999,Bệnh viện Huyện Củ Chi,r,,
ca33bc9f,Bệnh viện Đa khoa Bình Chánh,"1 Đường Số 1, Khu trung tâm hành chính huyện, Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",['Bệnh viện'],+84 28 3760 2895,downloaded_images\1be0faedd010670502dccde134ab2dbd.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwHCv_2zrr9hCGIvIN4wa925VWHI3z0Qj-nquyIK9dgtokTkx_KymmwI8IEkEY-pBAmHGQKgA8pwYBkMnB796pMPDHeUi2AHhXWiFTQpjcmdu8zzt3l_-w1qwMYHun5vIwTNDp7=w1080-h1080-no,Không có,http://binhchanhhospital.vn/,10.6908806,106.58598269999999,Bệnh viện Huyện Bình Chánh,r,,
3ab75aab,Bệnh viện Đa khoa Nhà Bè,"281A Lê Văn Lương, Ấp 3, Nhà Bè, Thành phố Hồ Chí Minh 70000, Việt Nam",Bệnh viện đa khoa,+84 28 3781 5558,downloaded_images\4298e0734532a43f150a67428cbca410.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzZ9fuIJv5NabQhIJjSt-Y7e7l6FNkHGqCimDrEv0inz_ZuNB_x3f-U_EL84hjsYD5e8YkaHXPCVQ3Hg-R_0P3NeN2rrdoMB9NqZ8m8GxF59ZD3HC7K_HPg5zyDqleab5k9BSKs1w=w1080-h1080-no,Không có,http://www.benhviennhabe.vn/,10.7044461,106.704459,Bệnh viện Huyện Nhà Bè,r,,
705fc749,Bệnh viện huyện Cần Giờ,"CW4P+3XP, TT. Cần Thạnh, Cần Giờ, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện,Không có,Không có,Không có,Không có,Không có,10.4052473,106.9372803,Bệnh viện Huyện Cần Giờ,r,,
fbfe497a,Bệnh viện Đa khoa Khu vực Hóc Môn,"65/2B Bà Triệu, TT. Hóc Môn, Hóc Môn, Thành phố Hồ Chí Minh, Việt Nam",['Bệnh viện đa khoa'],+84 28 3891 4208,downloaded_images\f287d47e42bd279417beef25d1d25dc7.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwtgSF36aGNQ9TfIve7Hkmg_gGysMk2KKpSOOSL1CK9FZ5dQUWrdTJWsFQla0CdMll0WUG9iU-dDWI9e7vUUs2iaTxBNUrUTJ-BP-38K-7tk8amHOaRPwJl3V3YYEdsJlblV9ApxQ=w1080-h1080-no,Không có,http://bvdkhocmon.vn/,10.8825665,106.593391,Bệnh viện Huyện Hóc Môn,r,,
45e717fc,Bệnh viện Đa khoa khu vực Thủ Đức,"64 Lê Văn Chí, Phường Linh Trung, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",['Bệnh viện đa khoa'],+84 28 3514 1115,downloaded_images\9a1210c3fe722c9df6e80f0be76ac7d5.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw5oE56dGs2Qutvj6aHpfhJv8A-nWmlq-n2cABT2OKruRiUZXsoNnOM9O7uJVuttcwQXwBe9Z7LYjPqlTamyIZu2jY0DIcvXzZmKey1Kh96VkyfVnC-xnKWT6bE2BZgKbPZmUY=w1080-h1080-no,Không có,http://www.benhvienkhuvucthuduc.vn/,10.8614915,106.7804391,Bệnh viện Đa khoa Khu vực Thủ Đức,r,,
6e369fa1,Bệnh viện Đa khoa khu vực Củ Chi,"9A Nguyễn Văn Hoài, Ấp Bàu Tre 2, Củ Chi, Thành phố Hồ Chí Minh, Việt Nam",['Bệnh viện đa khoa'],+84 28 3892 0583,downloaded_images\4e35f5bfe02a3d7c1fe00876f9a4d50e.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxmOC2NVtqu429tYdPZKxo1MCw6Kml53fadsXayj-fHBSYthAh24HzNrvcPTZb9eN5KNyNYrwY1SxGB8d1fC2MGUI5Zcph-LAwHL3SBXUXa_4kwt6VMNCu0ORl7QGlzkXcmvMA=w1080-h1080-no,Không có,http://bvdkkvcuchi.vn/,10.9757269,106.4770729,Bệnh viện Đa khoa Khu vực Củ Chi,r,,
d2d13275,Bệnh Viện Đa Khoa Thủ Đức,"29 Phú Châu, Tam Phú, Thủ Đức, Thành phố Hồ Chí Minh 70000, Việt Nam","['Bệnh viện', 'Bác sĩ']",+84 966 331 010,downloaded_images\e625fcb71a7507e83a8f67b865faa55a.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxzo6jEfeCU9lI-5zH2Y56w8Q3KjoLTalqUwwNrFe7m2kK0wJIYbrwGpDj8IY_S8Far9GeG_eTBPbDUaYdlvIfqczLSoraU5rGy22kANTKYeoDOth2-u609yKBR4SvNfk_eJ7mG=w1080-h1080-no,Không có,https://benhvienthuduc.vn/,10.864435499999999,106.7456897,Bệnh viện TP Thủ Đức,r,,
a419f0a3,Bệnh viện Quân Dân Y Miền Đông,"50 Đ. Lê Văn Việt, Hiệp Phú, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",['Bệnh viện quân đội'],+84 28 3730 7125,downloaded_images\718f68f61f96a6dc12df037532bcfc05.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyiqpPQn-VXBcvrbP8IJHhP9wuQPOsBr9NgaOa5tTE-zpupqdn9soTG4fbtUfuPZAlPHYJI9R-bHqa0mdgVTlLiiiqFK5uwnugf2OuMkoIigS6-0_81LmGGy6mUg0-HaY4b5_nUQQ=w1080-h1080-no,Không có,http://benhvien7c.com/,10.8459577,106.7784882,Bệnh viện Quân Dân Y Miền Đông,k,,
dfd3362c,Bệnh viện Bưu Điện,"Bệnh viện Bưu Điện 2 Nguyễn Duy Hiệu, Thảo Điền, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện,+84 28 3519 0579,downloaded_images\ad68c36a84226de17f7dd974a4d7852d.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz5DRtZY0Rm6BwDut19OKSl93FWsFKD0cY3zKKEcg9tgL-OWdaGtPxPL155GZRf55QcviwN9S3h7MMfYtMv_yta3Iqv8DNzJWKL2HcE2XHYqMivr4dys9j6zgslBxpHsEpXaaGi=w1080-h1080-no,Không có,https://bvdkbuudien.com.vn/,10.802830499999999,106.7373461,Bệnh viện Bưu Điện - Cơ sở 2,r,,
98c6a6af,Bệnh Viện Giao Thông Vận Tải TP.HCM - Phòng Khám Đa khoa 136,"136 Cách Mạng Tháng Tám, Phường 9, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện,+84 28 2253 5600,downloaded_images\ac607802df28c028e63bb2c7ad2dde46.jpg,https://lh3.googleusercontent.com/p/AF1QipPIoR0DTfdY1JNFBYEeW2Fz8Tul0juyytPg6nv_=w1080-h1080-no,Không có,/url?q=https://bvgiaothongtphcm.vn/&opi=79508299&sa=U&ved=0ahUKEwiDyMXnt86RAxVTKFkFHbJCHIgQ61gIHigR&usg=AOvVaw3x6AXcuftgDZfPIiDUNln0,10.778798799999999,106.68001559999999,Bệnh viện Giao thông Vận tải TP.HCM,r,,
1e3117cb,Bệnh viện FV,"6 Nguyễn Lương Bằng, Phường Tân Mỹ, Quận 7, Thành phố Hồ Chí Minh 70000, Việt Nam","['Bệnh viện đa khoa', 'Bệnh viện tư nhân']",+84 28 3511 3333,downloaded_images\71bd016e011aac9f7177d0e548070d6d.jpg,https://lh3.googleusercontent.com/p/AF1QipNVEBiONgeN5oBk_i7BDdzf58s7Hg4781AlGRfI=w1080-h1080-no,Không có,https://www.fvhospital.com/,10.7325029,106.7180068,Bệnh viện FV (Pháp Việt),,,
24b7df36,Bệnh viện Đa khoa Quốc tế Vinmec Central Park,"208 Nguyễn Hữu Cảnh, Vinhomes Tân Cảng, Bình Thạnh, Thành phố Hồ Chí Minh 700000, Việt Nam","['Bệnh viện đa khoa', 'Bệnh viện']",+84 28 3622 1166,downloaded_images\4a9266b8f6a222798ad5affcc56d332c.jpg,https://lh3.googleusercontent.com/p/AF1QipPpsWyD2gkMktwLEty1zJjTuTkWHkpToRU0itKo=w1080-h1080-no,Không có,https://www.vinmec.com/vie/co-so-y-te/benh-vien-da-khoa-quoc-te-vinmec-central-park-10890-vi-hoi-suc-cap-cuu,10.7939771,106.72034819999999,Bệnh viện Vinmec Central Park,,,
cb1f4fa5,Bệnh viện Đa khoa Quốc tế Hạnh Phúc,"18 Đại lộ Bình Dương, Binh Hoà, Thuận An, Bình Dương, Việt Nam",Bệnh viện,+84 1900 6765,downloaded_images\f932c64a4c5f625ddd6551d5b2e228f1.jpg,https://lh3.googleusercontent.com/p/AF1QipO6xD7_H-yQOQ1i5khDH4PvyVlSBuC-7zEc7NMR=w1080-h1080-no,Không có,https://www.hanhphuchospital.com/,10.868258899999999,106.71446309999999,Bệnh viện Đa khoa Quốc tế Hạnh Phúc,,,
2a6de565,Bệnh viện Đa Khoa Hoàn Mỹ Sài Gòn,"60-60A Phan Xích Long, Phường 1, Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam","['Bệnh viện đa khoa', 'Bệnh viện', 'Bệnh viện tư nhân']",+84 28 3990 2468,downloaded_images\3e98bf635958bd571aff0117ab4c2902.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSygRR3tYbBl4tPHO-4qYoqfryIlm03e11G0dTpLLesLZndWzNdG8TWw0sOlD4N2RLq6hsrg_CdiVo9pMv26-UXjWrJ8mgRKtk-vJbRgbDyN8_thito7WH7pcEtUekY0LrI16HGe=w1080-h1080-no,Không có,https://hoanmy.com/saigon/,10.800128599999999,106.684241,Bệnh viện Hoàn Mỹ Sài Gòn,,,
9f2a25d2,Bệnh viện Đa khoa Tâm Anh,"RM38+5R4, 2B Đ. Phổ Quang, Phường 2, Tân Bình, Thành phố Hồ Chí Minh 700000, Việt Nam",['Bệnh viện đa khoa'],+84 28 7102 6789,downloaded_images\3d6c219c74b63393ad4faa1769f898d6.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSztogj3Au56Lk-8B52byceQJQcZYnmFqn6WQPlRInxvAfJuDkLgkmoIgNeJ2xqwD2tXhxiZNjNu1iF504ThaYkHluWZf7lu8PTu9dCxLb7XV8B6efFelvlFERd2z6RkiCPeY7oa6Q=w1080-h1080-no,Không có,https://tamanhhospital.vn/,10.802484999999999,106.6660436,Bệnh viện Đa khoa Tâm Anh TP.HCM,,,
40bc4a37,Bệnh viện đa khoa Xuyên Á,"42 QL22, ấp Chợ, Củ Chi, Thành phố Hồ Chí Minh, Việt Nam",['Bệnh viện đa khoa'],+84 1800 9075,downloaded_images\2241165a56a1ca8e45a05c11a94ed34b.jpg,https://lh3.googleusercontent.com/p/AF1QipNfNPtHvONrTPu4LIFqeTpHhY2A8DJtKJizQjZq=w1080-h1080-no,Không có,http://www.bvxuyena.com.vn/,10.928019599999999,106.55815919999999,Bệnh viện Đa khoa Xuyên Á,,,
9bfdfc9e,Bệnh Viện Đa Khoa Quốc Tế Nam Sài Gòn,"88 Đường Số 8, Khu dân cư Trung Sơn, Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",['Bệnh viện đa khoa'],+84 1800 6767,downloaded_images\198f9293982a973e285e0335bc20c10b.jpg,https://lh3.googleusercontent.com/p/AF1QipPbSxA0z7jd0FbR8OQoncsSopFNtW6_HXe5QpRG=w1080-h1080-no,Không có,/url?q=https://benhviennamsaigon.com/&opi=79508299&sa=U&ved=0ahUKEwje_tX2t86RAxUaQzABHa1lFYQQ61gIFygS&usg=AOvVaw2pl_Wmrh87xVub2zkpemfO,10.735866099999999,106.69086709999999,Bệnh viện Đa khoa Quốc tế Nam Sài Gòn,,,
a449489d,Bệnh viện Quốc tế City,"3 Đường Số 17A, Bình Trị Đông B, Bình Tân, Thành phố Hồ Chí Minh 700000, Việt Nam","['Bệnh viện đa khoa', 'Bác sĩ', 'Bệnh viện tư nhân']",+84 1900 8146,downloaded_images\c4cdbced0566eac4ca7b4e3c5978266a.jpg,https://lh3.googleusercontent.com/p/AF1QipPj6Ygs46jmUXWem1gg3-WTxsH3jKpyZjUIrYDj=w1080-h1080-no,Không có,https://cih.com.vn/,10.7410166,106.60912499999999,Bệnh viện Quốc tế City,,,
8c15c341,Bệnh viện An Sinh,"10 Đ. Trần Huy Liệu, P, Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",['Bệnh viện đa khoa'],+84 28 3845 7777,downloaded_images\488b9035e6f7246d014dd462ba0db6af.jpg,https://lh3.googleusercontent.com/p/AF1QipNV00X9UdiXOyeFR-aC_qIWF-0NggmkTxXfjgVG=w1080-h1080-no,Không có,http://www.ansinh.com.vn/,10.7913068,106.6784508,Bệnh viện An Sinh,,,
b748905f,Bệnh viện Triều An,"425 Đ. Kinh Dương Vương, An Lạc, Bình Tân, Thành phố Hồ Chí Minh 71906, Việt Nam",Bệnh viện,+84 28 3750 8888,downloaded_images\4a22c9ab0e784045df38c62451d11671.jpg,https://lh3.googleusercontent.com/p/AF1QipO-1sUgdqQg9DupX5w8y6DvuR45qWYhNEiV8y8J=w1080-h1080-no,Không có,https://trieuanhospital.vn/,10.7390823,106.61715729999999,Bệnh viện Triều An,,,
b58d74e6,Bệnh viện Đa khoa Mỹ Đức,"4 Đ. Núi Thành, Phường Tân Bình, Tân Bình, Thành phố Hồ Chí Minh 70000, Việt Nam",Bệnh viện đa khoa,+84 28 7308 5885,downloaded_images\ed34859eb82d0a09fae0346bec21ac3d.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxuTBTXc9AJkGECp99qisIPCQUBiaJ2SmV5oIKMYHdMniGiuX-kdZxVV2cSs1mCiXMYoS4M7DqCjZrF0gD550pu3cYP97UEHKphreIjSnBDaUFqfZ0SRm8_zY6OGIA_8KYDmYA=w1080-h1080-no,Không có,http://myduchospital.vn/,10.7999169,106.6415827,Bệnh viện Mỹ Đức,,,
5eee5e6f,Bệnh viện phụ sản Quốc Tế Sài Gòn,"63 Bùi Thị Xuân, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh 700000, Việt Nam",['Bệnh viện phụ sản'],+84 899 909 268,downloaded_images\21ef3722eb6f08fdaec57f3b8468496a.jpg,https://lh3.googleusercontent.com/p/AF1QipNHiuWP7s3BBj68jehR_F7LYZaa26_frAvm07zV=w1080-h1080-no,Không có,/url?q=https://www.sihospital.com.vn/&opi=79508299&sa=U&ved=0ahUKEwibsrb_t86RAxX_BEQIHZ0QMvUQ61gIFygS&usg=AOvVaw1L-_gtqpFMcPk0o5dFbc65,10.7697542,106.68860289999999,Bệnh viện Phụ sản Quốc tế Sài Gòn,,,
a6df8434,Mắt Sài Gòn Lê Thị Riêng,"100 Lê Thị Riêng, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh 700000, Việt Nam",['Trung tâm chăm sóc mắt'],+84 949 678 080,downloaded_images\945116698cab4cd1165e6d884384589b.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwmK7t6SfflcGpzdxdFRq3zABoJNo-ktgvTiZsXccgW-48_gixkPbEf5yERpOh_ZIv9eNEOKrWiu0INNtdTXKOS0Cmfvvm1FRGjPwpIuPNhYhGodvUTv0RzQDnDEZGd3m9eZz_E=w1080-h1080-no,Không có,/url?q=https://matsaigonlethirieng.com/&opi=79508299&sa=U&ved=0ahUKEwiCsLK8uc6RAxWZ1fACHfINK-0Q61gIFygS&usg=AOvVaw0B4BhegKy9XrtC9Wu5zPL6,10.7713042,106.6909857,Bệnh viện Mắt Sài Gòn Lê Thị Riêng,,,
9f1eaba5,Mắt Sài Gòn Cách Mạng Tháng Tám,"473 Cách Mạng Tháng Tám, Phường Hòa Hưng, Quận 10, Thành phố Hồ Chí Minh 700000, Việt Nam",['Bệnh viện chuyên khoa'],+84 966 231 010,downloaded_images\2fe30981240330c1975dd977caf00a0e.jpg,https://lh3.googleusercontent.com/p/AF1QipOWhQWDdjq8fJ9pVE-dRWZWIPQLLVYsheMzaYYI=w1080-h1080-no,Không có,https://dakhoamatsaigon.com/,10.781686599999999,106.6738809,Bệnh viện Mắt Sài Gòn Cách Mạng Tháng 8,,,
7d9da2bf,Bệnh viện Răng Hàm Mặt Trung ương Thành phố Hồ Chí Minh,"201A Nguyễn Chí Thanh, Phường 12, Quận 5, Thành phố Hồ Chí Minh 70000, Việt Nam",Bệnh viện chuyên khoa,+84 28 3855 6732,downloaded_images\cda04f6851fab652049c08b0971c6a20.jpg,https://lh3.googleusercontent.com/p/AF1QipMimm_pYcBY13I9eauM8Kb6f4T5nPSyJNlWkkLv=w1080-h1080-no,Không có,http://benhvienranghammat.vn/,10.7579557,106.6605166,Bệnh viện Răng Hàm Mặt Sài Gòn,,,
